Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration
10,9003,4266,6902,10710,4792,6876,42549,142,18,31,122,38,47,398,2707,529,1208,1267,1036,896,1114,166,132,528,326,83,87,33,1,0.014,130,30.8,915,57
11,8879,4310,7170,10708,4897,6827,42791,187,41,58,200,64,65,615,2579,582,1188,1317,1034,879,1052,179,135,520,326,93,116,41,1,0.018,194,30.9,1495,57
12,8949,4511,6970,10620,4845,6814,42709,310,50,99,306,91,123,979,2762,594,1196,1227,1026,902,1109,186,119,497,347,91,195,78,1,0.033,268,31.8,2407,57
13,8941,4328,7016,10689,4805,6693,42472,454,126,142,449,133,163,1467,2622,568,1272,1327,966,891,1080,180,118,520,290,93,296,110,1,0.048,364,32.2,3775,57
14,8795,4289,6934,10560,4713,6778,42069,798,139,208,665,197,252,2259,2589,565,1212,1215,1008,906,994,163,123,486,279,87,432,143,1,0.067,504,39,5907,57
15,8617,4210,6887,10400,4737,6622,41473,1112,225,288,967,290,377,3259,2627,587,1201,1193,1002,867,1031,167,131,488,321,88,649,219,1,0.098,625,40.2,8821,57
16,8203,4210,6727,10159,4546,6467,40312,1446,340,403,1337,409,509,4444,2411,564,1242,1188,926,805,989,152,106,477,261,80,863,294,1,0.142,756,44.7,12933,57
17,7979,3944,6387,9622,4442,6171,38545,1741,423,574,1747,544,715,5744,2382,517,1154,1149,944,836,967,155,118,441,277,96,1082,376,1,0.183,867,45.7,18138,57
18,7406,3730,5989,9069,4084,5734,36012,2015,569,687,2075,682,831,6859,2218,476,1054,1082,871,742,866,163,100,442,280,77,1271,421,1,0.218,961,47.5,24461,57
19,6880,3468,5474,8314,3715,5231,33082,2280,679,763,2285,727,884,7618,2132,435,947,974,803,671,839,134,89,386,238,64,1468,485,1,0.277,1037,47.5,31479,57
20,6028,3095,4863,7301,3367,4648,29302,2190,641,774,2184,729,978,7496,1833,403,870,863,721,577,707,97,104,391,231,66,1465,497,1,0.311,1073,47.5,38449,57
21,5267,2705,4290,6366,2912,4132,25672,2122,620,749,2106,704,895,7196,1588,355,751,776,603,558,633,120,81,285,182,55,1354,449,1,0.331,1102,48.8,45229,57
22,4538,2346,3696,5397,2511,3529,22017,2018,623,791,2025,667,860,6984,1400,280,628,665,550,383,560,92,44,250,165,41,1267,428,1,0.372,1098,48.8,51758,57
23,3799,2000,3033,4529,2165,2892,18418,1926,576,686,1853,678,776,6495,1122,270,517,534,462,392,440,89,51,220,126,35,1261,410,1,0.427,1066,48.8,57788,57
24,3086,1614,2536,3790,1689,2374,15089,1646,499,642,1738,543,734,5802,930,197,450,470,387,298,358,65,48,176,129,26,1153,370,1,0.461,995,48.8,63191,57
25,2460,1327,2015,2960,1402,1884,12048,1379,423,575,1443,532,623,4975,720,186,361,373,339,252,278,43,37,159,109,25,956,296,1,0.455,892,48.8,67911,57
1,8735,4220,6965,10317,4703,6491,41431,0,1,0,0,0,0,1,2694,513,1244,1231,1002,857,1097,149,115,508,286,82,0,0,0,0,1,0,0,58
2,8687,4366,6926,10385,4596,6700,41660,5,0,0,0,0,0,5,2677,596,1263,1256,950,910,1090,172,112,544,281,88,2,1,1,0,2,2,4,58
3,8754,4270,6831,10300,4705,6563,41423,5,0,0,2,0,1,8,2637,588,1183,1216,989,850,1084,180,126,500,318,94,3,1,1,0,4,2.2,12,58
4,8752,4261,6903,10504,4631,6566,41617,2,0,0,5,2,1,10,2630,576,1225,1290,943,866,1060,186,120,492,271,89,2,1,1,0,4,2.2,18,58
5,8750,4341,7006,10590,4635,6565,41887,2,1,2,10,0,6,21,2631,574,1271,1277,975,839,1069,185,121,523,301,82,3,1,1,0,7,2.8,40,58
6,8821,4336,6967,10437,4675,6584,41820,3,4,2,11,6,2,28,2601,560,1226,1233,1034,822,1009,155,125,505,305,88,8,4,1,0.002,8,18.9,74,58
7,8883,4384,6979,10454,4644,6573,41917,15,0,3,9,1,6,34,2700,573,1283,1190,962,828,1094,173,128,496,284,82,4,2,1,0.001,12,18.9,109,58
8,8954,4307,7094,10567,4693,6648,42263,18,0,2,7,2,1,30,2651,537,1205,1326,1021,875,1047,175,102,541,308,92,6,2,1,0.001,11,18.9,131,58
9,8989,4461,6932,10579,4703,6792,42456,23,3,2,12,2,7,49,2805,552,1234,1325,949,841,1134,150,117,562,295,84,9,4,1,0.002,17,18.9,179,58
10,8969,4293,7020,10713,4886,6785,42666,24,7,4,14,9,5,63,2614,584,1267,1233,1043,883,1075,161,116,508,293,90,12,5,1,0.002,24,18.9,232,58
11,8982,4364,7265,10828,4840,6712,42991,26,7,7,21,9,9,79,2720,547,1329,1312,1043,896,1089,145,134,548,319,84,14,6,1,0.003,28,33.5,312,58
12,9005,4500,7204,10653,4764,6748,42874,53,3,11,30,11,10,118,2772,579,1240,1340,1004,896,1113,187,117,536,307,96,29,8,1,0.003,35,33.5,412,58
13,9078,4509,6878,10518,4786,6714,42483,52,10,10,40,15,14,141,2711,622,1203,1246,988,846,1075,173,135,488,298,82,26,8,1,0.004,46,33.5,546,58
14,9078,4243,7023,10552,4738,6771,42405,69,15,19,63,22,22,210,2756,577,1287,1307,981,860,1092,163,128,518,310,78,38,8,1,0.003,59,33.5,742,58
15,8828,4314,7052,10530,4866,6571,42161,116,24,26,104,37,47,354,2661,531,1290,1256,992,824,1105,157,131,485,281,69,68,18,1,0.008,94,36.2,1097,58
16,8839,4396,7123,10649,4672,6658,42337,180,25,62,148,49,66,530,2711,614,1269,1256,973,813,1074,195,118,499,287,65,109,42,1,0.019,143,37.6,1601,58
17,8825,4377,6886,10517,4783,6636,42024,267,36,63,206,74,68,714,2600,577,1245,1197,1015,858,1074,187,131,467,298,92,144,45,1,0.02,207,50,2281,58
18,8938,4168,7006,10665,4759,6625,42161,373,59,89,303,94,138,1056,2692,519,1314,1290,1016,874,1131,164,126,511,286,99,214,75,1,0.032,264,50.6,3281,58
19,8659,4235,6910,10648,4673,6700,41825,542,98,142,465,141,162,1550,2572,565,1253,1264,958,872,1020,166,121,485,301,94,299,90,1,0.041,342,51.5,4715,58
20,8541,4247,6885,10503,4727,6635,41538,723,138,186,634,177,229,2087,2466,574,1251,1185,1009,865,967,178,131,460,297,112,406,129,1,0.06,418,51.5,6625,58
21,8537,4195,7002,10424,4628,6642,41428,903,192,261,876,253,353,2838,2497,512,1300,1255,987,899,937,152,124,493,297,117,558,190,1,0.09,552,52.6,9302,58
22,8391,4229,6721,10147,4599,6386,40473,1115,267,339,1121,374,449,3665,2538,556,1157,1203,978,818,1018,171,129,456,298,85,678,208,1,0.096,663,53.5,12671,58
23,8156,4074,6515,9824,4405,6128,39102,1453,313,459,1353,407,512,4497,2444,549,1153,1198,930,790,966,148,123,461,279,70,885,306,1,0.149,806,54.5,16838,58
24,7757,3890,6077,9287,4189,5842,37042,1695,388,507,1580,546,621,5337,2281,502,1092,1134,880,772,885,167,120,460,289,75,1029,322,1,0.161,945,55.5,21774,58
25,7301,3604,5816,8578,3879,5444,34622,1948,477,608,1780,623,726,6162,2102,470,1031,997,757,734,829,132,113,413,252,75,1183,390,1,0.215,1095,55.5,27479,58
1,8774,4170,6811,10375,4664,6664,41458,0,1,1,1,0,1,4,2636,559,1229,1221,967,867,1052,168,134,486,263,93,2,1,1,0,1,0,3,59
2,8719,4218,6972,10468,4713,6620,41710,0,0,0,0,2,0,2,2598,542,1222,1254,976,835,1053,143,112,498,285,73,1,0,1,0,1,2.2,5,59
3,8712,4304,7041,10552,4662,6686,41957,0,1,0,2,0,0,3,2642,575,1254,1331,949,906,1068,201,117,552,290,77,1,0,1,0,2,2.2,8,59
4,8731,4364,6953,10519,4685,6654,41906,5,0,1,2,0,0,8,2661,555,1192,1264,956,846,1039,144,113,489,316,84,3,2,1,0.001,4,4.5,14,59
5,8837,4364,7096,10588,4706,6563,42154,5,0,1,5,2,1,14,2609,549,1302,1289,963,823,1009,156,139,522,303,72,2,1,1,0,6,4.5,28,59
6,8932,4391,7037,10682,4686,6763,42491,6,2,1,14,0,4,27,2717,540,1267,1225,915,859,1074,145,120,507,265,88,3,0,1,0,14,10.3,53,59
7,8926,4304,7117,10743,4854,6886,42830,12,1,5,11,3,4,36,2694,544,1236,1237,1039,943,1089,167,124,491,310,97,9,5,1,0.002,12,10.3,86,59
8,8872,4446,7167,10859,4833,6844,43021,16,2,2,11,5,4,40,2617,578,1295,1342,1019,920,1021,160,142,524,302,96,10,4,1,0.002,18,10.3,123,59
9,9044,4474,7036,10748,4863,6799,42964,20,5,4,19,4,6,58,2781,561,1312,1246,1020,978,1115,164,129,472,321,99,12,5,1,0.002,29,23.3,174,59
10,9054,4297,7110,10780,4809,6895,42945,40,6,5,28,12,9,100,2710,589,1261,1311,1005,908,1069,185,135,511,296,97,22,5,1,0.002,51,23.3,272,59
11,8970,4432,7072,10809,4885,6875,43043,69,8,9,52,18,20,176,2651,576,1275,1293,1016,884,1082,182,111,499,286,94,33,10,1,0.004,85,23.3,434,59
12,9063,4427,7187,10797,4858,6897,43229,100,18,31,103,20,45,317,2725,610,1313,1326,1015,917,1093,174,136,543,296,90,68,23,1,0.01,117,23.3,726,59
13,9014,4419,7183,10825,4851,6957,43249,151,26,41,138,47,45,448,2699,601,1242,1290,1025,971,1083,174,112,508,291,102,79,25,1,0.011,171,24.2,1138,59
14,8971,4459,7175,10849,4821,6823,43098,259,34,57,239,68,78,735,2650,579,1332,1339,964,897,1090,187,130,527,263,82,148,54,1,0.024,230,39.6,1840,59
15,9036,4378,7228,10886,4849,6837,43214,388,79,95,361,131,146,1200,2745,585,1285,1324,1056,863,1118,155,144,526,313,105,242,69,1,0.029,324,40.3,2940,59
16,8944,4453,7113,10768,4788,6877,42943,601,105,169,547,173,202,1797,2675,572,1253,1345,1056,887,1081,170,113,581,305,88,354,125,1,0.053,395,45.2,4631,59
17,8880,4448,6964,10591,4857,6463,42203,830,168,253,797,257,304,2609,2746,583,1318,1263,1001,884,1104,189,130,504,318,90,484,168,1,0.072,497,45.2,7039,59
18,8628,4160,6874,10434,4443,6596,41135,1087,225,330,1072,317,390,3421,2628,494,1259,1241,962,867,1069,160,135,479,285,97,678,240,1,0.108,596,46,10206,59
19,8312,4119,6506,9840,4468,6267,39512,1306,330,433,1309,403,512,4293,2458,571,1169,1176,953,784,1003,160,104,454,265,78,799,268,1,0.13,696,46,14218,59
20,7959,3857,6256,9384,4305,5927,37688,1448,416,533,1460,527,620,5004,2490,484,1111,1106,914,767,1004,160,125,444,288,67,993,333,1,0.159,833,48.1,18787,59
21,7325,3699,5897,8803,3893,5545,35162,1664,441,571,1607,485,662,5430,2222,491,1038,1021,775,749,849,173,79,402,218,80,1039,339,1,0.188,919,48.3,23924,59
22,6808,3490,5448,8247,3645,5199,32837,1894,486,609,1775,580,705,6049,2014,479,1001,965,803,705,821,145,111,389,258,82,1167,380,1,0.21,995,49.6,29560,59
23,6246,3107,5074,7483,3356,4774,30040,2017,542,762,1872,612,712,6517,1891,402,903,908,678,605,789,108,96,359,181,62,1260,426,1,0.267,1076,49.6,35529,59
24,5508,2871,4637,6747,3115,4323,27201,2057,594,696,2010,632,764,6753,1675,357,831,782,642,575,686,101,79,324,192,64,1289,414,1,0.286,1099,49.6,41724,59
25,4816,2636,3897,5974,2755,3754,23832,2041,576,717,2077,701,861,6973,1478,341,646,730,565,471,550,105,61,292,154,50,1279,396,1,0.327,1122,50,48202,59
1,8765,4186,6850,10312,4718,6766,41597,0,0,2,0,0,0,2,2613,552,1210,1253,1001,847,1020,156,130,498,322,70,0,0,0,0,2,0,1,60
2,8702,4257,6789,10431,4831,6774,41784,0,0,0,1,0,0,1,2610,543,1250,1287,1069,897,1054,147,127,527,290,95,0,0,0,0,1,4.1,2,60
3,8747,4149,6962,10441,4791,6580,41670,1,0,2,2,0,0,5,2634,539,1235,1221,1064,850,1039,169,144,510,311,68,1,0,0,0,4,8.6,8,60
4,8649,4353,6985,10437,4680,6639,41743,2,0,1,1,1,0,5,2584,587,1209,1227,957,915,1075,169,118,475,299,79,0,0,0,0,4,8.6,12,60
5,8811,4337,6903,10409,4632,6679,41771,6,0,0,2,0,3,11,2624,588,1268,1254,947,882,1027,178,130,527,268,82,1,0,0,0,7,8.6,21,60
6,8868,4251,7070,10550,4746,6661,42146,22,1,1,10,7,0,41,2678,556,1266,1270,968,886,1105,202,139,488,269,80,7,3,1,0.001,18,9.2,59,60
7,8857,4376,7005,10625,4714,6708,42285,15,1,6,22,3,5,52,2590,533,1228,1335,988,851,1012,164,118,524,321,75,6,0,1,0,22,11.2,104,60
8,9052,4357,6999,10631,4742,6661,42442,20,11,12,30,12,4,89,2718,560,1264,1256,967,861,1105,168,103,497,300,81,13,6,1,0.003,40,15.6,192,60
9,8969,4366,6968,10725,4790,6768,42586,67,15,19,57,13,17,188,2684,561,1305,1283,1045,876,1015,155,132,508,332,83,34,18,1,0.008,78,18,368,60
10,8991,4318,7030,10789,4812,6754,42694,119,26,29,119,41,26,360,2639,578,1257,1262,982,908,1104,168,131,498,283,84,69,24,1,0.011,132,25.1,686,60
11,8981,4324,7262,10848,4722,6845,42982,244,34,45,167,48,55,593,2679,578,1291,1338,977,851,1059,183,152,543,312,73,108,27,1,0.012,217,29.3,1252,60
12,8925,4510,7018,10707,4868,6853,42881,403,61,92,261,87,107,1011,2661,584,1253,1290,1015,857,1078,167,107,543,296,82,217,72,1,0.032,323,30.3,2177,60
13,8987,4295,7198,10697,4888,6567,42632,625,125,133,471,142,156,1652,2741,551,1278,1259,1065,825,1131,168,125,514,327,77,334,122,1,0.052,478,30.3,3639,60
14,8763,4356,6976,10654,4677,6633,42059,965,166,201,767,238,266,2603,2604,573,1197,1263,955,861,1043,160,138,508,258,92,511,174,1,0.079,638,30.3,5972,60
15,8630,4306,6827,10342,4619,6525,41249,1364,253,315,1108,347,429,3816,2589,588,1182,1351,1015,823,1056,171,110,528,283,94,771,269,1,0.12,785,32.7,9398,60
16,8278,4122,6488,9881,4549,6284,39602,1737,387,456,1581,511,591,5263,2380,543,1134,1174,963,762,944,178,116,462,268,70,1010,338,1,0.166,949,32.7,14175,60
17,7974,3881,6320,9527,4292,6029,38023,2229,528,724,2141,711,809,7142,2395,515,1102,1146,892,820,953,143,104,441,256,79,1393,454,1,0.23,1108,32.7,20679,60
18,7233,3617,5809,8862,4019,5660,35200,2653,714,847,2779,930,1064,8987,2166,461,1059,1061,836,732,869,132,109,446,246,87,1746,607,1,0.321,1243,32.7,28963,60
19,6453,3263,5182,7891,3569,5145,31503,2879,893,1117,3158,1035,1235,10317,1994,457,950,930,714,651,798,125,88,388,207,57,1977,666,1,0.4,1340,32.7,38434,60
20,5448,2739,4491,6652,3138,4208,26676,2888,886,1195,3220,1041,1315,10545,1615,357,821,809,646,537,667,114,89,343,211,69,1953,673,1,0.451,1385,32.7,48309,60
21,4282,2277,3583,5309,2414,3481,21346,2618,859,1114,3015,942,1241,9789,1321,288,634,654,554,474,512,87,67,248,165,50,1852,580,1,0.514,1330,32.7,57713,60
22,3193,1742,2693,3911,1929,2506,15974,2167,740,1013,2673,934,1100,8627,945,235,479,471,422,338,379,68,48,209,136,30,1636,524,1,0.602,1224,32.7,66006,60
23,2308,1239,1838,2789,1277,1836,11287,1662,598,889,2198,693,965,7005,708,165,324,347,265,240,275,55,46,139,77,29,1299,424,1,0.683,1081,32.7,72875,60
24,1499,737,1142,1618,852,1119,6967,1121,439,673,1449,547,725,4954,452,98,207,188,184,158,171,35,15,74,59,11,903,280,1,0.767,877,32.7,77956,60
25,865,396,607,882,428,587,3765,652,239,391,822,308,430,2842,286,45,96,87,105,72,107,9,12,37,29,6,514,149,1,0.745,613,32.7,80890,60
1,8772,4209,6731,10341,4698,6688,41439,0,1,1,1,0,1,4,2671,530,1187,1223,1016,904,1044,177,103,494,280,93,0,0,0,0,2,0,3,61
2,8708,4208,6864,10482,4655,6534,41451,3,0,0,1,1,0,5,2725,549,1247,1293,1035,793,1165,167,122,516,305,83,1,1,1,0,4,3.2,6,61
3,8600,4261,6789,10350,4672,6473,41145,2,0,3,2,1,0,8,2575,546,1266,1276,978,856,1054,160,126,511,299,82,1,0,1,0,4,4.1,12,61
4,8719,4122,6869,10325,4583,6572,41190,0,1,1,5,1,1,9,2595,531,1241,1296,906,872,1016,155,127,532,298,92,1,0,1,0,5,9.2,23,61
5,8683,4222,6841,10379,4654,6579,41358,5,1,5,9,1,4,25,2611,530,1224,1270,998,793,1024,168,115,481,308,67,2,1,1,0,11,12.6,48,61
6,8669,4202,6884,10433,4702,6642,41532,10,4,2,9,4,5,34,2672,579,1254,1230,1015,921,1064,170,138,501,296,102,11,1,1,0,16,13.2,79,61
7,8590,4309,7055,10554,4668,6649,41825,16,6,5,26,6,6,65,2554,532,1277,1254,985,850,1013,176,122,506,301,76,14,4,1,0.002,28,13.2,144,61
8,8808,4346,6991,10519,4746,6628,42038,54,4,12,39,10,12,131,2646,568,1278,1307,1041,880,1044,174,110,518,303,84,23,5,1,0.002,54,16.3,270,61
9,8872,4292,6944,10602,4655,6672,42037,80,15,14,60,19,21,209,2635,539,1252,1239,979,839,989,159,149,479,309,77,44,16,1,0.007,83,16.3,463,61
10,8894,4295,7005,10621,4768,6740,42323,130,16,26,99,28,43,342,2658,554,1273,1340,1054,825,1032,182,138,544,308,82,61,23,1,0.01,126,27.9,788,61
11,8913,4355,6958,10486,4830,6759,42301,203,31,43,147,54,63,541,2720,563,1186,1293,1000,862,1067,170,124,507,284,94,117,38,1,0.017,175,28.9,1284,61
12,8847,4406,7051,10652,4785,6685,42426,268,47,74,249,58,88,784,2672,569,1235,1262,994,857,1077,167,132,505,310,87,137,49,1,0.022,261,31,2013,61
13,8810,4400,7109,10725,4722,6818,42584,418,75,87,422,112,125,1239,2632,557,1265,1344,1007,886,1026,177,128,514,310,90,239,73,1,0.033,351,38.1,3191,61
14,8816,4392,6902,10411,4820,6681,42022,670,112,189,636,194,268,2069,2593,563,1220,1242,1023,896,1103,187,114,483,291,89,415,156,1,0.069,472,41,5109,61
15,8827,4182,6812,10413,4645,6634,41513,995,180,251,878,293,324,2921,2576,558,1233,1259,990,862,1048,181,111,500,278,83,623,220,1,0.1,606,43.2,7824,61
16,8565,4114,6764,10203,4615,6387,40648,1259,238,392,1200,347,432,3868,2593,556,1190,1165,981,887,1048,162,118,465,311,88,805,261,1,0.119,704,43.2,11399,61
17,8101,4065,6496,9969,4339,6451,39421,1566,367,517,1566,462,661,5139,2490,511,1118,1203,883,834,1009,138,123,504,242,88,1033,350,1,0.166,832,46,16129,61
18,7660,3863,6282,9361,4369,5933,37468,1893,494,604,1865,644,766,6266,2283,509,1101,1146,910,750,907,150,104,418,282,66,1234,393,1,0.204,967,46.2,21819,61
19,7163,3684,5692,8649,3958,5555,34701,2223,551,728,2144,715,929,7290,2155,479,1042,1049,825,751,836,147,98,424,221,85,1411,454,1,0.251,1072,46.2,28528,61
20,6568,3184,5254,7886,3527,4953,31372,2294,628,811,2430,735,914,7812,2000,390,961,956,712,676,815,125,110,378,241,66,1450,477,1,0.275,1193,47.7,35832,61
21,5647,2941,4688,6907,3101,4385,27669,2364,677,942,2489,802,1062,8336,1689,370,873,818,656,586,672,119,74,341,179,46,1591,521,1,0.364,1241,49,43611,61
22,4874,2505,3957,5784,2648,3728,23496,2270,717,898,2408,823,992,8108,1495,320,708,662,568,491,596,93,70,264,175,47,1482,494,1,0.397,1235,49,51113,61
23,3981,2063,3173,4804,2189,3148,19358,2205,681,878,2456,754,1048,8022,1161,254,564,579,456,406,462,76,58,215,135,35,1436,450,1,0.459,1180,49,58623,61
24,3155,1579,2494,3754,1743,2418,15143,1963,628,852,2308,762,958,7471,956,200,468,464,365,340,390,59,42,182,102,36,1408,474,1,0.584,1050,49,65659,61
25,2260,1128,1801,2759,1251,1767,10966,1529,530,798,2062,652,838,6409,682,151,325,322,257,236,275,49,33,134,83,25,1163,388,1,0.648,938,49,71762,61
1,8768,4195,6858,10373,4722,6649,41565,0,0,0,1,0,0,1,2567,543,1263,1221,974,843,1022,178,102,464,286,87,0,0,0,0,1,0,1,62
2,8731,4183,7002,10535,4719,6737,41907,1,0,1,3,0,1,6,2658,568,1280,1289,1005,858,1053,181,126,523,303,103,0,0,0,0,2,2.2,6,62
3,8611,4324,6810,10456,4776,6767,41744,1,0,3,3,1,0,8,2592,566,1225,1298,1008,878,1029,157,99,531,314,79,1,1,1,0,2,8.9,11,62
4,8708,4239,6974,10635,4791,6693,42040,2,2,1,8,1,4,18,2584,558,1227,1296,1004,867,1073,171,110,493,287,94,3,2,1,0.001,9,26.1,27,62
5,8736,4309,7043,10761,4736,6694,42279,4,1,6,11,6,2,30,2646,535,1216,1284,1020,892,1038,166,140,509,311,84,8,2,1,0.001,13,26.2,56,62
6,8778,4423,7032,10869,4733,6775,42610,15,2,10,19,4,4,54,2589,568,1281,1316,931,942,1043,185,119,505,280,95,10,3,1,0.001,16,26.2,110,62
7,8908,4315,7069,10809,4742,6874,42717,25,10,5,25,6,6,77,2654,552,1265,1354,1003,916,1081,179,122,549,275,86,16,6,1,0.003,26,26.7,181,62
8,8930,4422,7171,10714,4879,6787,42903,71,7,12,33,15,13,151,2719,563,1303,1288,1069,879,1101,176,137,524,332,94,38,10,1,0.004,44,26.7,326,62
9,9003,4381,7034,10756,4839,6668,42681,97,11,15,54,18,16,211,2690,585,1235,1272,982,890,1069,175,105,488,317,89,41,16,1,0.007,76,26.9,503,62
10,8974,4361,7168,10903,4746,6827,42979,126,28,20,85,26,36,321,2707,613,1261,1311,1035,903,1100,175,140,510,315,103,65,22,1,0.009,111,26.9,795,62
11,8901,4428,7197,10790,4830,6854,43000,200,29,39,129,33,56,486,2722,579,1310,1299,1053,859,1070,154,143,485,292,90,108,27,1,0.012,159,28.4,1246,62
12,8872,4433,7138,10814,4902,6824,42983,268,64,57,233,69,85,776,2721,582,1247,1314,1057,908,1107,175,123,541,337,91,150,49,1,0.021,251,31.1,1940,62
13,8849,4447,7067,10790,4794,6768,42715,469,64,127,389,119,127,1295,2618,560,1293,1219,1002,921,1052,186,135,461,297,97,259,96,1,0.043,380,31.1,3125,62
14,8853,4236,7040,10839,4762,6942,42672,724,140,193,662,202,247,2168,2672,583,1242,1352,999,898,1064,167,121,554,327,94,423,138,1,0.059,556,31.2,5120,62
15,8553,4321,6963,10534,4867,6796,42034,1098,213,283,998,310,396,3298,2587,553,1302,1233,1016,889,1011,168,123,498,319,88,662,217,1,0.098,713,31.2,8113,62
16,8380,4134,6891,10286,4631,6550,40872,1611,335,470,1450,439,573,4878,2591,574,1259,1254,951,878,1042,175,121,492,305,102,976,331,1,0.148,885,31.2,12581,62
17,7892,4136,6494,9765,4448,6297,39032,2150,484,619,2011,634,777,6675,2404,546,1155,1164,957,780,980,160,113,462,285,82,1315,460,1,0.221,1079,36.8,18731,62
18,7471,3765,6011,9160,4211,5961,36579,2572,689,822,2601,824,946,8454,2164,501,1049,1115,903,762,901,166,104,427,285,71,1630,545,1,0.279,1199,36.8,26501,62
19,6748,3463,5594,8388,3891,5249,33333,2966,833,1091,3190,1023,1260,10363,2040,481,990,991,786,676,823,146,88,402,238,70,1917,621,1,0.351,1264,37.1,36077,62
20,5760,3086,4852,7237,3242,4652,28829,2930,962,1299,3531,1062,1362,11146,1730,405,817,880,678,585,659,127,80,368,208,62,2043,660,1,0.439,1324,37.6,46315,62
21,4800,2528,3887,5632,2747,3606,23200,2729,1001,1281,2968,1122,1279,10380,1396,297,721,670,585,448,560,103,66,251,174,42,1914,613,1,0.513,1357,38.1,56227,62
22,3751,1801,2870,4303,1958,2876,17559,2347,717,965,2406,805,1133,8373,1160,239,519,504,402,381,462,66,43,217,130,38,1574,509,1,0.532,1282,38.1,64107,62
23,2497,1336,2086,3111,1466,2033,12529,1575,516,753,1804,600,843,6091,762,168,372,363,318,265,313,55,33,133,93,30,1122,369,1,0.562,1058,38.1,69894,62
24,1798,962,1468,2232,1046,1385,8891,1167,370,523,1360,457,581,4458,523,129,271,287,215,170,202,47,27,121,65,15,803,268,1,0.562,808,38.1,74301,62
25,1314,685,1115,1577,712,998,6401,843,295,444,1059,326,462,3429,367,105,195,197,156,143,134,37,24,70,55,25,653,195,1,0.565,646,38.1,77686,62
1,8780,4240,6914,10341,4679,6599,41553,0,1,0,0,0,0,1,2616,529,1204,1224,967,856,1044,172,110,492,306,94,1,1,1,0,0,0,0,63
2,8791,4328,6839,10434,4623,6709,41724,0,0,0,0,0,0,0,2591,578,1214,1244,967,882,1031,186,122,461,298,75,0,0,1,0,0,0,0,63
3,8877,4247,6974,10450,4711,6622,41881,0,0,0,0,0,0,0,2716,573,1224,1168,1034,898,1122,180,144,473,319,80,0,0,1,0,0,0,0,63
4,8776,4379,7009,10664,4684,6732,42244,0,0,0,0,0,0,0,2618,544,1264,1254,932,864,1035,174,136,486,263,91,0,0,1,0,0,0,0,63
5,8869,4286,7056,10587,4784,6625,42207,0,0,0,0,0,0,0,2746,558,1301,1217,1020,793,1074,183,120,509,295,73,0,0,1,0,0,0,0,63
6,8792,4331,6938,10723,4749,6721,42254,0,0,0,0,0,0,0,2669,581,1261,1306,1026,858,1066,187,136,526,317,107,0,0,1,0,0,0,0,63
7,8801,4290,7066,10760,4795,6817,42529,0,0,0,0,0,0,0,2664,544,1233,1227,1030,899,1057,162,108,503,296,89,0,0,1,0,0,0,0,63
8,8791,4439,7167,10863,4841,6689,42790,0,0,0,0,0,0,0,2642,577,1310,1293,1060,861,1043,173,143,522,316,97,0,0,1,0,0,0,0,63
9,8934,4382,7035,10843,4762,6843,42799,0,0,0,0,0,0,0,2649,564,1312,1308,984,909,1057,163,135,527,303,92,0,0,1,0,0,0,0,63
10,9042,4333,7211,10855,4844,6878,43163,0,0,0,0,0,0,0,2751,543,1282,1351,1034,893,1115,179,126,557,321,94,0,0,1,0,0,0,0,63
11,9013,4423,7179,10899,4899,6779,43192,0,0,0,0,0,0,0,2691,556,1287,1331,953,898,1021,170,131,542,311,98,0,0,1,0,0,0,0,63
12,9103,4389,7283,11002,4790,6881,43448,0,0,0,0,0,0,0,2754,542,1361,1318,963,882,1117,169,144,546,266,84,0,0,1,0,0,0,0,63
13,9131,4504,7176,11017,4946,6984,43758,0,0,0,0,0,0,0,2814,595,1272,1287,994,878,1100,163,113,514,287,85,0,0,1,0,0,0,0,63
14,9112,4402,7437,11196,4919,7055,44121,0,0,0,0,0,0,0,2789,591,1344,1352,1003,896,1102,189,148,555,298,81,0,0,1,0,0,0,0,63
15,9046,4593,7366,11263,4992,7078,44338,0,0,0,0,0,0,0,2707,593,1317,1386,1078,898,1142,172,114,566,307,89,0,0,1,0,0,0,0,63
16,9256,4572,7314,11277,5067,7111,44597,0,0,0,0,0,0,0,2778,563,1379,1343,1109,911,1122,153,141,515,359,92,0,0,1,0,0,0,0,63
17,9323,4514,7484,11352,5045,7042,44760,0,0,0,0,0,0,0,2766,547,1314,1366,989,976,1090,182,119,549,297,107,0,0,1,0,0,0,0,63
18,9345,4691,7541,11497,4930,7207,45211,0,0,0,0,0,0,0,2901,610,1322,1457,1024,981,1173,177,124,593,304,110,0,0,1,0,0,0,0,63
